municipio_cvegeo,total_camas,Nom_Ent,Nom_Mun,municipio_cvegeo,total_camas,Nom_Mun,Entidad,Total_camas
12020,0,Guerrero,Copanatoyac,12020,0,Copanatoyac,,
12021,11,Guerrero,Coyuca de Benítez,12021,11,Coyuca de Benítez,,
12022,147,Guerrero,Coyuca de Catalán,12022,147,Coyuca de Catalán,,
12023,12,Guerrero,Cuajinicuilapa,12023,12,Cuajinicuilapa,,
12024,0,Guerrero,Cualác,12024,0,Cualác,,
12025,0,Guerrero,Cuautepec,12025,0,Cuautepec,,
12026,0,Guerrero,Cuetzala del Progreso,12026,0,Cuetzala del Progreso,,
12027,0,Guerrero,Cutzamala de Pinzón,12027,0,Cutzamala de Pinzón,,
12028,46,Guerrero,Chilapa de Álvarez,12028,46,Chilapa de Álvarez,,
12029,290,Guerrero,Chilpancingo de los Bravo,12029,290,Chilpancingo de los Bravo,,
12030,0,Guerrero,Florencio Villarreal,12030,0,Florencio Villarreal,,
12031,0,Guerrero,General Canuto A. Neri,12031,0,General Canuto A. Neri,,
12032,12,Guerrero,General Heliodoro Castillo,12032,12,General Heliodoro Castillo,,
12033,7,Guerrero,Huamuxtitlán,12033,7,Huamuxtitlán,,
12034,31,Guerrero,Huitzuco de los Figueroa,12034,31,Huitzuco de los Figueroa,,
12035,170,Guerrero,Iguala de la Independencia,12035,170,Iguala de la Independencia,,
12036,0,Guerrero,Igualapa,12036,0,Igualapa,,
12037,0,Guerrero,Ixcateopan de Cuauhtémoc,12037,0,Ixcateopan de Cuauhtémoc,,
12038,103,Guerrero,Zihuatanejo de Azueta,12038,103,Zihuatanejo de Azueta,,
12039,0,Guerrero,Juan R. Escudero,12039,0,Juan R. Escudero,,
12040,15,Guerrero,Leonardo Bravo,12040,15,Leonardo Bravo,,
12041,12,Guerrero,Malinaltepec,12041,12,Malinaltepec,,
12042,0,Guerrero,Mártir de Cuilapan,12042,0,Mártir de Cuilapan,,
12043,0,Guerrero,Metlatónoc,12043,0,Metlatónoc,,
12044,0,Guerrero,Mochitlán,12044,0,Mochitlán,,
12045,12,Guerrero,Olinalá,12045,12,Olinalá,,
12046,40,Guerrero,Ometepec,12046,40,Ometepec,,
12047,0,Guerrero,Pedro Ascencio Alquisiras,12047,0,Pedro Ascencio Alquisiras,,
12048,12,Guerrero,Petatlán,12048,12,Petatlán,,
12049,0,Guerrero,Pilcaya,12049,0,Pilcaya,,
12050,7,Guerrero,Pungarabato,12050,7,Pungarabato,,
12051,12,Guerrero,Quechultenango,12051,12,Quechultenango,,
12052,12,Guerrero,San Luis Acatlán,12052,12,San Luis Acatlán,,
12053,18,Guerrero,San Marcos,12053,18,San Marcos,,
12054,0,Guerrero,San Miguel Totolapan,12054,0,San Miguel Totolapan,,
12055,79,Guerrero,Taxco de Alarcón,12055,79,Taxco de Alarcón,,
12056,0,Guerrero,Tecoanapa,12056,0,Tecoanapa,,
12057,12,Guerrero,Técpan de Galeana,12057,12,Técpan de Galeana,,
12058,20,Guerrero,Teloloapan,12058,20,Teloloapan,,
12059,10,Guerrero,Tepecoacuilco de Trujano,12059,10,Tepecoacuilco de Trujano,,
12060,0,Guerrero,Tetipac,12060,0,Tetipac,,
12061,12,Guerrero,Tixtla de Guerrero,12061,12,Tixtla de Guerrero,,
12062,0,Guerrero,Tlacoachistlahuaca,12062,0,Tlacoachistlahuaca,,
12063,12,Guerrero,Tlacoapa,12063,12,Tlacoapa,,
12064,0,Guerrero,Tlalchapa,12064,0,Tlalchapa,,
12065,0,Guerrero,Tlalixtaquilla de Maldonado,12065,0,Tlalixtaquilla de Maldonado,,
12066,82,Guerrero,Tlapa de Comonfort,12066,82,Tlapa de Comonfort,,
12067,0,Guerrero,Tlapehuala,12067,0,Tlapehuala,,
12068,30,Guerrero,La Unión de Isidoro Montes de Oca,12068,30,La Unión de Isidoro Montes de Oca,,
12069,0,Guerrero,Xalpatláhuac,12069,0,Xalpatláhuac,,
12070,9,Guerrero,Xochihuehuetlán,12070,9,Xochihuehuetlán,,
12071,10,Guerrero,Xochistlahuaca,12071,10,Xochistlahuaca,,
12072,20,Guerrero,Zapotitlán Tablas,12072,20,Zapotitlán Tablas,,
12073,0,Guerrero,Zirándaro,12073,0,Zirándaro,,
12074,0,Guerrero,Zitlala,12074,0,Zitlala,,
12075,203,Guerrero,Eduardo Neri,12075,203,Eduardo Neri,,
12076,12,Guerrero,Acatepec,12076,12,Acatepec,,
12077,0,Guerrero,Marquelia,12077,0,Marquelia,,
12078,0,Guerrero,Cochoapa el Grande,12078,0,Cochoapa el Grande,,
12079,0,Guerrero,José Joaquín de Herrera,12079,0,José Joaquín de Herrera,,
12080,0,Guerrero,Juchitán,12080,0,Juchitán,,
12081,0,Guerrero,Iliatenco,12081,0,Iliatenco,,
13001,2,Hidalgo,Acatlán,13001,2,Acatlán,,
13002,3,Hidalgo,Acaxochitlán,13002,3,Acaxochitlán,,
13003,118,Hidalgo,Actopan,13003,118,Actopan,,
13004,0,Hidalgo,Agua Blanca de Iturbide,13004,0,Agua Blanca de Iturbide,,
13005,0,Hidalgo,Ajacuba,13005,0,Ajacuba,,
13006,0,Hidalgo,Alfajayucan,13006,0,Alfajayucan,,
13007,0,Hidalgo,Almoloya,13007,0,Almoloya,,
13008,95,Hidalgo,Apan,13008,95,Apan,,
13009,0,Hidalgo,El Arenal,13009,0,El Arenal,,
13010,6,Hidalgo,Atitalaquia,13010,6,Atitalaquia,,
13011,22,Hidalgo,Atlapexco,13011,22,Atlapexco,,
13012,4,Hidalgo,Atotonilco el Grande,13012,4,Atotonilco el Grande,,
13013,9,Hidalgo,Atotonilco de Tula,13013,9,Atotonilco de Tula,,
13014,0,Hidalgo,Calnali,13014,0,Calnali,,
13015,0,Hidalgo,Cardonal,13015,0,Cardonal,,
13016,28,Hidalgo,Cuautepec de Hinojosa,13016,28,Cuautepec de Hinojosa,,
13017,0,Hidalgo,Chapantongo,13017,0,Chapantongo,,
13018,0,Hidalgo,Chapulhuacán,13018,0,Chapulhuacán,,
13019,7,Hidalgo,Chilcuautla,13019,7,Chilcuautla,,
13020,0,Hidalgo,Eloxochitlán,13020,0,Eloxochitlán,,
13021,0,Hidalgo,Emiliano Zapata,13021,0,Emiliano Zapata,,
13022,0,Hidalgo,Epazoyucan,13022,0,Epazoyucan,,
13023,14,Hidalgo,Francisco I. Madero,13023,14,Francisco I. Madero,,
13024,9,Hidalgo,Huasca de Ocampo,13024,9,Huasca de Ocampo,,
13025,0,Hidalgo,Huautla,13025,0,Huautla,,
13026,0,Hidalgo,Huazalingo,13026,0,Huazalingo,,
13027,16,Hidalgo,Huehuetla,13027,16,Huehuetla,,
13028,195,Hidalgo,Huejutla de Reyes,13028,195,Huejutla de Reyes,,
13029,49,Hidalgo,Huichapan,13029,49,Huichapan,,
13030,198,Hidalgo,Ixmiquilpan,13030,198,Ixmiquilpan,,
13031,26,Hidalgo,Jacala de Ledezma,13031,26,Jacala de Ledezma,,
13032,0,Hidalgo,Jaltocán,13032,0,Jaltocán,,
13033,0,Hidalgo,Juárez Hidalgo,13033,0,Juárez Hidalgo,,
13034,0,Hidalgo,Lolotla,13034,0,Lolotla,,
13035,55,Hidalgo,Metepec,13035,55,Metepec,,
13036,0,Hidalgo,San Agustín Metzquititlán,13036,0,San Agustín Metzquititlán,,
13037,3,Hidalgo,Metztitlán,13037,3,Metztitlán,,
13038,0,Hidalgo,Mineral del Chico,13038,0,Mineral del Chico,,
13039,0,Hidalgo,Mineral del Monte,13039,0,Mineral del Monte,,
13040,0,Hidalgo,La Misión,13040,0,La Misión,,
13041,60,Hidalgo,Mixquiahuala de Juárez,13041,60,Mixquiahuala de Juárez,,
13042,0,Hidalgo,Molango de Escamilla,13042,0,Molango de Escamilla,,
13043,0,Hidalgo,Nicolás Flores,13043,0,Nicolás Flores,,
13044,3,Hidalgo,Nopala de Villagrán,13044,3,Nopala de Villagrán,,
13045,0,Hidalgo,Omitlán de Juárez,13045,0,Omitlán de Juárez,,
13046,3,Hidalgo,San Felipe Orizatlán,13046,3,San Felipe Orizatlán,,
13047,0,Hidalgo,Pacula,13047,0,Pacula,,
13048,790,Hidalgo,Pachuca de Soto,13048,790,Pachuca de Soto,,
13049,0,Hidalgo,Pisaflores,13049,0,Pisaflores,,
13050,31,Hidalgo,Progreso de Obregón,13050,31,Progreso de Obregón,,
13051,20,Hidalgo,Mineral de la Reforma,13051,20,Mineral de la Reforma,,
13052,9,Hidalgo,San Agustín Tlaxiaca,13052,9,San Agustín Tlaxiaca,,
13053,23,Hidalgo,San Bartolo Tutotepec,13053,23,San Bartolo Tutotepec,,
13054,0,Hidalgo,San Salvador,13054,0,San Salvador,,
13055,6,Hidalgo,Santiago de Anaya,13055,6,Santiago de Anaya,,
13056,149,Hidalgo,Santiago Tulantepec de Lugo Guerrero,13056,149,Santiago Tulantepec de Lugo Guerrero,,
13057,0,Hidalgo,Singuilucan,13057,0,Singuilucan,,
13058,5,Hidalgo,Tasquillo,13058,5,Tasquillo,,
13059,6,Hidalgo,Tecozautla,13059,6,Tecozautla,,
13060,0,Hidalgo,Tenango de Doria,13060,0,Tenango de Doria,,
13061,67,Hidalgo,Tepeapulco,13061,67,Tepeapulco,,
13062,8,Hidalgo,Tepehuacán de Guerrero,13062,8,Tepehuacán de Guerrero,,
13063,47,Hidalgo,Tepeji del Río de Ocampo,13063,47,Tepeji del Río de Ocampo,,
13064,5,Hidalgo,Tepetitlán,13064,5,Tepetitlán,,
13065,3,Hidalgo,Tetepango,13065,3,Tetepango,,
13066,1,Hidalgo,Villa de Tezontepec,13066,1,Villa de Tezontepec,,
13067,11,Hidalgo,Tezontepec de Aldama,13067,11,Tezontepec de Aldama,,
13068,0,Hidalgo,Tianguistengo,13068,0,Tianguistengo,,
13069,93,Hidalgo,Tizayuca,13069,93,Tizayuca,,
13070,6,Hidalgo,Tlahuelilpan,13070,6,Tlahuelilpan,,
13071,0,Hidalgo,Tlahuiltepa,13071,0,Tlahuiltepa,,
13072,0,Hidalgo,Tlanalapa,13072,0,Tlanalapa,,
13073,28,Hidalgo,Tlanchinol,13073,28,Tlanchinol,,
13074,30,Hidalgo,Tlaxcoapan,13074,30,Tlaxcoapan,,
13075,157,Hidalgo,Tolcayuca,13075,157,Tolcayuca,,
13076,240,Hidalgo,Tula de Allende,13076,240,Tula de Allende,,
13077,281,Hidalgo,Tulancingo de Bravo,13077,281,Tulancingo de Bravo,,
13078,0,Hidalgo,Xochiatipan,13078,0,Xochiatipan,,
13079,0,Hidalgo,Xochicoatlán,13079,0,Xochicoatlán,,
13080,0,Hidalgo,Yahualica,13080,0,Yahualica,,
13081,73,Hidalgo,Zacualtipán de Ángeles,13081,73,Zacualtipán de Ángeles,,
13082,44,Hidalgo,Zapotlán de Juárez,13082,44,Zapotlán de Juárez,,
13083,0,Hidalgo,Zempoala,13083,0,Zempoala,,
13084,16,Hidalgo,Zimapán,13084,16,Zimapán,,
14001,4,Jalisco,Acatic,14001,4,Acatic,,
14002,0,Jalisco,Acatlán de Juárez,14002,0,Acatlán de Juárez,,
14003,0,Jalisco,Ahualulco de Mercado,14003,0,Ahualulco de Mercado,,
14004,0,Jalisco,Amacueca,14004,0,Amacueca,,
14005,0,Jalisco,Amatitán,14005,0,Amatitán,,
14006,31,Jalisco,Ameca,14006,31,Ameca,,
14007,0,Jalisco,San Juanito de Escobedo,14007,0,San Juanito de Escobedo,,
14008,101,Jalisco,Arandas,14008,101,Arandas,,
14009,0,Jalisco,El Arenal,14009,0,El Arenal,,
14010,0,Jalisco,Atemajac de Brizuela,14010,0,Atemajac de Brizuela,,
14011,0,Jalisco,Atengo,14011,0,Atengo,,
14012,0,Jalisco,Atenguillo,14012,0,Atenguillo,,
14013,41,Jalisco,Atotonilco el Alto,14013,41,Atotonilco el Alto,,
14014,0,Jalisco,Atoyac,14014,0,Atoyac,,
14015,95,Jalisco,Autlán de Navarro,14015,95,Autlán de Navarro,,
14016,0,Jalisco,Ayotlán,14016,0,Ayotlán,,
14017,0,Jalisco,Ayutla,14017,0,Ayutla,,
14018,105,Jalisco,La Barca,14018,105,La Barca,,
14019,0,Jalisco,Bolaños,14019,0,Bolaños,,
14020,0,Jalisco,Cabo Corrientes,14020,0,Cabo Corrientes,,
14021,6,Jalisco,Casimiro Castillo,14021,6,Casimiro Castillo,,
14022,21,Jalisco,Cihuatlán,14022,21,Cihuatlán,,
14023,228,Jalisco,Zapotlán el Grande,14023,228,Zapotlán el Grande,,
14024,42,Jalisco,Cocula,14024,42,Cocula,,
14025,44,Jalisco,Colotlán,14025,44,Colotlán,,
14026,0,Jalisco,Concepción de Buenos Aires,14026,0,Concepción de Buenos Aires,,
14027,0,Jalisco,Cuautitlán de García Barragán,14027,0,Cuautitlán de García Barragán,,
14028,0,Jalisco,Cuautla,14028,0,Cuautla,,
14029,0,Jalisco,Cuquío,14029,0,Cuquío,,
14030,15,Jalisco,Chapala,14030,15,Chapala,,
14031,0,Jalisco,Chimaltitán,14031,0,Chimaltitán,,
14032,0,Jalisco,Chiquilistlán,14032,0,Chiquilistlán,,
14033,7,Jalisco,Degollado,14033,7,Degollado,,
14034,0,Jalisco,Ejutla,14034,0,Ejutla,,
14035,17,Jalisco,Encarnación de Díaz,14035,17,Encarnación de Díaz,,
14036,0,Jalisco,Etzatlán,14036,0,Etzatlán,,
14037,26,Jalisco,El Grullo,14037,26,El Grullo,,
14038,0,Jalisco,Guachinango,14038,0,Guachinango,,
14039,5548,Jalisco,Guadalajara,14039,5548,Guadalajara,,
14040,0,Jalisco,Hostotipaquillo,14040,0,Hostotipaquillo,,
14041,0,Jalisco,Huejúcar,14041,0,Huejúcar,,
14042,12,Jalisco,Huejuquilla el Alto,14042,12,Huejuquilla el Alto,,
14043,21,Jalisco,La Huerta,14043,21,La Huerta,,
14044,0,Jalisco,Ixtlahuacán de los Membrillos,14044,0,Ixtlahuacán de los Membrillos,,
14045,5,Jalisco,Ixtlahuacán del Río,14045,5,Ixtlahuacán del Río,,
14046,23,Jalisco,Jalostotitlán,14046,23,Jalostotitlán,,
14047,0,Jalisco,Jamay,14047,0,Jamay,,
14048,0,Jalisco,Jesús María,14048,0,Jesús María,,
14049,0,Jalisco,Jilotlán de los Dolores,14049,0,Jilotlán de los Dolores,,
14050,39,Jalisco,Jocotepec,14050,39,Jocotepec,,
14051,0,Jalisco,Juanacatlán,14051,0,Juanacatlán,,
14052,0,Jalisco,Juchitlán,14052,0,Juchitlán,,
14053,136,Jalisco,Lagos de Moreno,14053,136,Lagos de Moreno,,
14054,0,Jalisco,El Limón,14054,0,El Limón,,
14055,30,Jalisco,Magdalena,14055,30,Magdalena,,
14056,0,Jalisco,Santa María del Oro,14056,0,Santa María del Oro,,
14057,0,Jalisco,La Manzanilla de la Paz,14057,0,La Manzanilla de la Paz,,
14058,16,Jalisco,Mascota,14058,16,Mascota,,
14059,12,Jalisco,Mazamitla,14059,12,Mazamitla,,
14060,0,Jalisco,Mexticacán,14060,0,Mexticacán,,
14061,0,Jalisco,Mezquitic,14061,0,Mezquitic,,
14062,0,Jalisco,Mixtlán,14062,0,Mixtlán,,
14063,142,Jalisco,Ocotlán,14063,142,Ocotlán,,
14064,19,Jalisco,Ojuelos de Jalisco,14064,19,Ojuelos de Jalisco,,
14065,0,Jalisco,Pihuamo,14065,0,Pihuamo,,
14066,0,Jalisco,Poncitlán,14066,0,Poncitlán,,
14067,266,Jalisco,Puerto Vallarta,14067,266,Puerto Vallarta,,
14068,0,Jalisco,Villa Purificación,14068,0,Villa Purificación,,
14069,0,Jalisco,Quitupan,14069,0,Quitupan,,
14070,11,Jalisco,El Salto,14070,11,El Salto,,
14071,0,Jalisco,San Cristóbal de la Barranca,14071,0,San Cristóbal de la Barranca,,
14072,0,Jalisco,San Diego de Alejandría,14072,0,San Diego de Alejandría,,
14073,47,Jalisco,San Juan de los Lagos,14073,47,San Juan de los Lagos,,
14074,0,Jalisco,San Julián,14074,0,San Julián,,
14075,0,Jalisco,San Marcos,14075,0,San Marcos,,
14076,0,Jalisco,San Martín de Bolaños,14076,0,San Martín de Bolaños,,
14077,0,Jalisco,San Martín Hidalgo,14077,0,San Martín Hidalgo,,
14078,20,Jalisco,San Miguel el Alto,14078,20,San Miguel el Alto,,
14079,0,Jalisco,Gómez Farías,14079,0,Gómez Farías,,
14080,0,Jalisco,San Sebastián del Oeste,14080,0,San Sebastián del Oeste,,
14081,0,Jalisco,Santa María de los Ángeles,14081,0,Santa María de los Ángeles,,
14082,30,Jalisco,Sayula,14082,30,Sayula,,
14083,92,Jalisco,Tala,14083,92,Tala,,
14084,0,Jalisco,Talpa de Allende,14084,0,Talpa de Allende,,
14085,56,Jalisco,Tamazula de Gordiano,14085,56,Tamazula de Gordiano,,
14086,0,Jalisco,Tapalpa,14086,0,Tapalpa,,
14087,0,Jalisco,Tecalitlán,14087,0,Tecalitlán,,
14088,0,Jalisco,Tecolotlán,14088,0,Tecolotlán,,
14089,0,Jalisco,Techaluta de Montenegro,14089,0,Techaluta de Montenegro,,
14090,0,Jalisco,Tenamaxtlán,14090,0,Tenamaxtlán,,
14091,28,Jalisco,Teocaltiche,14091,28,Teocaltiche,,
14092,0,Jalisco,Teocuitatlán de Corona,14092,0,Teocuitatlán de Corona,,
14093,249,Jalisco,Tepatitlán de Morelos,14093,249,Tepatitlán de Morelos,,
14094,0,Jalisco,Tequila,14094,0,Tequila,,
14095,0,Jalisco,Teuchitlán,14095,0,Teuchitlán,,
14096,9,Jalisco,Tizapán el Alto,14096,9,Tizapán el Alto,,
14097,635,Jalisco,Tlajomulco de Zúñiga,14097,635,Tlajomulco de Zúñiga,,
14098,33,Jalisco,San Pedro Tlaquepaque,14098,33,San Pedro Tlaquepaque,,
14099,0,Jalisco,Tolimán,14099,0,Tolimán,,
14100,16,Jalisco,Tomatlán,14100,16,Tomatlán,,
14101,28,Jalisco,Tonalá,14101,28,Tonalá,,
14102,0,Jalisco,Tonaya,14102,0,Tonaya,,
14103,0,Jalisco,Tonila,14103,0,Tonila,,
14104,0,Jalisco,Totatiche,14104,0,Totatiche,,
14105,2,Jalisco,Tototlán,14105,2,Tototlán,,
14106,0,Jalisco,Tuxcacuesco,14106,0,Tuxcacuesco,,
14107,0,Jalisco,Tuxcueca,14107,0,Tuxcueca,,
14108,4,Jalisco,Tuxpan,14108,4,Tuxpan,,
14109,0,Jalisco,Unión de San Antonio,14109,0,Unión de San Antonio,,
14110,0,Jalisco,Unión de Tula,14110,0,Unión de Tula,,
14111,0,Jalisco,Valle de Guadalupe,14111,0,Valle de Guadalupe,,
14112,4,Jalisco,Valle de Juárez,14112,4,Valle de Juárez,,
14113,0,Jalisco,San Gabriel,14113,0,San Gabriel,,
14114,13,Jalisco,Villa Corona,14114,13,Villa Corona,,
14115,0,Jalisco,Villa Guerrero,14115,0,Villa Guerrero,,
14116,15,Jalisco,Villa Hidalgo,14116,15,Villa Hidalgo,,
14117,0,Jalisco,Cañadas de Obregón,14117,0,Cañadas de Obregón,,
14118,61,Jalisco,Yahualica de González Gallo,14118,61,Yahualica de González Gallo,,
14119,0,Jalisco,Zacoalco de Torres,14119,0,Zacoalco de Torres,,
14120,995,Jalisco,Zapopan,14120,995,Zapopan,,
14121,9,Jalisco,Zapotiltic,14121,9,Zapotiltic,,
14122,0,Jalisco,Zapotitlán de Vadillo,14122,0,Zapotitlán de Vadillo,,
14123,0,Jalisco,Zapotlán del Rey,14123,0,Zapotlán del Rey,,
14124,39,Jalisco,Zapotlanejo,14124,39,Zapotlanejo,,
14125,3,Jalisco,San Ignacio Cerro Gordo,14125,3,San Ignacio Cerro Gordo,,
15001,28,México,Acambay de Ruíz Castañeda,15001,28,Acambay de Ruíz Castañeda,,
15002,825,México,Acolman,15002,825,Acolman,,
15003,0,México,Aculco,15003,0,Aculco,,
15004,0,México,Almoloya de Alquisiras,15004,0,Almoloya de Alquisiras,,
15005,0,México,Almoloya de Juárez,15005,0,Almoloya de Juárez,,
15006,0,México,Almoloya del Río,15006,0,Almoloya del Río,,
15007,11,México,Amanalco,15007,11,Amanalco,,
15008,0,México,Amatepec,15008,0,Amatepec,,
15009,131,México,Amecameca,15009,131,Amecameca,,
15010,0,México,Apaxco,15010,0,Apaxco,,
15011,6,México,Atenco,15011,6,Atenco,,
15012,20,México,Atizapán,15012,20,Atizapán,,
15013,317,México,Atizapán de Zaragoza,15013,317,Atizapán de Zaragoza,,
15014,155,México,Atlacomulco,15014,155,Atlacomulco,,
15015,0,México,Atlautla,15015,0,Atlautla,,
15016,98,México,Axapusco,15016,98,Axapusco,,
15017,0,México,Ayapango,15017,0,Ayapango,,
15018,0,México,Calimaya,15018,0,Calimaya,,
15019,14,México,Capulhuac,15019,14,Capulhuac,,
15020,179,México,Coacalco de Berriozábal,15020,179,Coacalco de Berriozábal,,
15021,26,México,Coatepec Harinas,15021,26,Coatepec Harinas,,
15022,0,México,Cocotitlán,15022,0,Cocotitlán,,
15023,0,México,Coyotepec,15023,0,Coyotepec,,
15024,263,México,Cuautitlán,15024,263,Cuautitlán,,
15025,303,México,Chalco,15025,303,Chalco,,
15026,0,México,Chapa de Mota,15026,0,Chapa de Mota,,
15027,0,México,Chapultepec,15027,0,Chapultepec,,
15028,0,México,Chiautla,15028,0,Chiautla,,
15029,20,México,Chicoloapan,15029,20,Chicoloapan,,
15030,35,México,Chiconcuac,15030,35,Chiconcuac,,
15031,278,México,Chimalhuacán,15031,278,Chimalhuacán,,
15032,0,México,Donato Guerra,15032,0,Donato Guerra,,
15033,1017,México,Ecatepec de Morelos,15033,1017,Ecatepec de Morelos,,
15034,0,México,Ecatzingo,15034,0,Ecatzingo,,
15035,36,México,Huehuetoca,15035,36,Huehuetoca,,
15036,55,México,Hueypoxtla,15036,55,Hueypoxtla,,
15037,241,México,Huixquilucan,15037,241,Huixquilucan,,
15038,0,México,Isidro Fabela,15038,0,Isidro Fabela,,
15039,700,México,Ixtapaluca,15039,700,Ixtapaluca,,
15040,56,México,Ixtapan de la Sal,15040,56,Ixtapan de la Sal,,
15041,0,México,Ixtapan del Oro,15041,0,Ixtapan del Oro,,
15042,51,México,Ixtlahuaca,15042,51,Ixtlahuaca,,
15043,25,México,Xalatlaco,15043,25,Xalatlaco,,
15044,0,México,Jaltenco,15044,0,Jaltenco,,
15045,60,México,Jilotepec,15045,60,Jilotepec,,
15046,0,México,Jilotzingo,15046,0,Jilotzingo,,
15047,34,México,Jiquipilco,15047,34,Jiquipilco,,
15048,0,México,Jocotitlán,15048,0,Jocotitlán,,
15049,0,México,Joquicingo,15049,0,Joquicingo,,
15050,0,México,Juchitepec,15050,0,Juchitepec,,
15051,93,México,Lerma,15051,93,Lerma,,
15052,28,México,Malinalco,15052,28,Malinalco,,
15053,0,México,Melchor Ocampo,15053,0,Melchor Ocampo,,
15054,405,México,Metepec,15054,405,Metepec,,
15055,0,México,Mexicaltzingo,15055,0,Mexicaltzingo,,
15056,0,México,Morelos,15056,0,Morelos,,
15057,938,México,Naucalpan de Juárez,15057,938,Naucalpan de Juárez,,
15058,586,México,Nezahualcóyotl,15058,586,Nezahualcóyotl,,
15059,5,México,Nextlalpan,15059,5,Nextlalpan,,
15060,89,México,Nicolás Romero,15060,89,Nicolás Romero,,
15061,0,México,Nopaltepec,15061,0,Nopaltepec,,
15062,0,México,Ocoyoacac,15062,0,Ocoyoacac,,
15063,0,México,Ocuilan,15063,0,Ocuilan,,
15064,17,México,El Oro,15064,17,El Oro,,
15065,40,México,Otumba,15065,40,Otumba,,
15066,0,México,Otzoloapan,15066,0,Otzoloapan,,
15067,12,México,Otzolotepec,15067,12,Otzolotepec,,
15068,0,México,Ozumba,15068,0,Ozumba,,
15069,0,México,Papalotla,15069,0,Papalotla,,
15070,226,México,La Paz,15070,226,La Paz,,
15071,0,México,Polotitlán,15071,0,Polotitlán,,
15072,22,México,Rayón,15072,22,Rayón,,
15073,0,México,San Antonio la Isla,15073,0,San Antonio la Isla,,
15074,75,México,San Felipe del Progreso,15074,75,San Felipe del Progreso,,
15075,6,México,San Martín de las Pirámides,15075,6,San Martín de las Pirámides,,
15076,0,México,San Mateo Atenco,15076,0,San Mateo Atenco,,
15077,0,México,San Simón de Guerrero,15077,0,San Simón de Guerrero,,
15078,0,México,Santo Tomás,15078,0,Santo Tomás,,
15079,0,México,Soyaniquilpan de Juárez,15079,0,Soyaniquilpan de Juárez,,
15080,14,México,Sultepec,15080,14,Sultepec,,
15081,282,México,Tecámac,15081,282,Tecámac,,
15082,130,México,Tejupilco,15082,130,Tejupilco,,
15083,25,México,Temamatla,15083,25,Temamatla,,
15084,2,México,Temascalapa,15084,2,Temascalapa,,
15085,24,México,Temascalcingo,15085,24,Temascalcingo,,
15086,37,México,Temascaltepec,15086,37,Temascaltepec,,
15087,28,México,Temoaya,15087,28,Temoaya,,
15088,128,México,Tenancingo,15088,128,Tenancingo,,
15089,0,México,Tenango del Aire,15089,0,Tenango del Aire,,
15090,24,México,Tenango del Valle,15090,24,Tenango del Valle,,
15091,14,México,Teoloyucan,15091,14,Teoloyucan,,
15092,18,México,Teotihuacán,15092,18,Teotihuacán,,
15093,3,México,Tepetlaoxtoc,15093,3,Tepetlaoxtoc,,
15094,32,México,Tepetlixpa,15094,32,Tepetlixpa,,
15095,10,México,Tepotzotlán,15095,10,Tepotzotlán,,
15096,0,México,Tequixquiac,15096,0,Tequixquiac,,
15097,21,México,Texcaltitlán,15097,21,Texcaltitlán,,
15098,0,México,Texcalyacac,15098,0,Texcalyacac,,
15099,423,México,Texcoco,15099,423,Texcoco,,
15100,0,México,Tezoyuca,15100,0,Tezoyuca,,
15101,0,México,Tianguistenco,15101,0,Tianguistenco,,
15102,0,México,Timilpan,15102,0,Timilpan,,
15103,0,México,Tlalmanalco,15103,0,Tlalmanalco,,
15104,893,México,Tlalnepantla de Baz,15104,893,Tlalnepantla de Baz,,
15105,29,México,Tlatlaya,15105,29,Tlatlaya,,
15106,1751,México,Toluca,15106,1751,Toluca,,
15107,0,México,Tonatico,15107,0,Tonatico,,
15108,0,México,Tultepec,15108,0,Tultepec,,
15109,247,México,Tultitlán,15109,247,Tultitlán,,
15110,117,México,Valle de Bravo,15110,117,Valle de Bravo,,
15111,0,México,Villa de Allende,15111,0,Villa de Allende,,
15112,37,México,Villa del Carbón,15112,37,Villa del Carbón,,
15113,16,México,Villa Guerrero,15113,16,Villa Guerrero,,
15114,32,México,Villa Victoria,15114,32,Villa Victoria,,
15115,36,México,Xonacatlán,15115,36,Xonacatlán,,
15116,0,México,Zacazonapan,15116,0,Zacazonapan,,
15117,22,México,Zacualpan,15117,22,Zacualpan,,
15118,7,México,Zinacantepec,15118,7,Zinacantepec,,
15119,0,México,Zumpahuacán,15119,0,Zumpahuacán,,
15120,287,México,Zumpango,15120,287,Zumpango,,
15121,244,México,Cuautitlán Izcalli,15121,244,Cuautitlán Izcalli,,
15122,133,México,Valle de Chalco Solidaridad,15122,133,Valle de Chalco Solidaridad,,
15123,23,México,Luvianos,15123,23,Luvianos,,
15124,70,México,San José del Rincón,15124,70,San José del Rincón,,
15125,0,México,Tonanitla,15125,0,Tonanitla,,
16001,6,Michoacán de Ocampo,Acuitzio,16001,6,Acuitzio,,
16002,0,Michoacán de Ocampo,Aguililla,16002,0,Aguililla,,
16003,4,Michoacán de Ocampo,Álvaro Obregón,16003,4,Álvaro Obregón,,
16004,12,Michoacán de Ocampo,Angamacutiro,16004,12,Angamacutiro,,
16005,0,Michoacán de Ocampo,Angangueo,16005,0,Angangueo,,
16006,223,Michoacán de Ocampo,Apatzingán,16006,223,Apatzingán,,
16007,0,Michoacán de Ocampo,Aporo,16007,0,Aporo,,
16008,17,Michoacán de Ocampo,Aquila,16008,17,Aquila,,
